nm0000001,Fred Astaire
tt0026267,The Dawn Rider
tt0026273,The Desert Trail
tt0026338,The Farmer Takes a Wife
tt0026507,I Dream Too Much
tt0026614,Lawless Range
tt0026774,The New Frontier
tt0026846,Paradise Canyon
tt0026908,Rainbow Valley
tt0026942,Roberta
tt0026983,She
tt0027018,So Red the Rose
tt0027087,Texas Terror
tt0027131,Transatlantic Tunnel
tt0027185,Way Down East
tt0027200,Westward Ho
tt0027473,Crack-Up
tt0027518,The Devil Is a Sissy
tt0027630,Follow the Fleet
tt0027684,Go West Young Man
tt0027849,King of the Pecos
tt0027869,The Last of the Mohicans
tt0027876,The Lawless Nineties
tt0027905,The Lonely Trail
tt0027977,Modern Times
tt0027979,The Moon's Our Home
tt0028401,The Trail of the Lonesome Pine
tt0028510,Winds of the Wasteland
tt0028653,Born to the West
tt0028785,Dick Tracy
tt0028850,A Family Affair
tt0028880,Flight from Glory
tt0028905,Feu Mathias Pascal
tt0028934,Git Along Little Dogies
tt0029000,"High, Wide and Handsome"
tt0029019,Hoosier Schoolboy
tt0029034,I Cover the War!
tt0029044,Idol of the Crowds
tt0029108,Lancer Spy
tt0029179,Madame X
tt0029284,My Favorite Wife
tt0029577,Slave Ship
tt0029578,Slaves in Bondage
tt0029579,Slim
tt0029593,Souls at Sea
tt0029650,That Certain Woman
tt0029662,This Is My Affair
tt0029664,Thoroughbreds Don't Cry
tt0029808,You Only Live Once
tt0029924,Blockade
tt0029942,Boys Town
tt0030150,Four Men and a Prayer
tt0030240,Hold That Kiss
tt0030256,I Met My Love Again
tt0030287,Jezebel
tt0030295,Judge Hardy's Children
tt0030384,Lord Jeff
tt0030386,Love Finds Andy Hardy
tt0030387,Love Is a Headache
tt0030396,The Mad Miss Manton
tt0030535,Out West with the Hardys
tt0030545,Overland Stage Raiders
tt0030550,Pals of the Saddle
tt0030657,Rebecca of Sunnybrook Farm
tt0030663,Red River Range
tt0030714,Santa Fe Stampede
tt0030775,Spawn of the North
tt0030786,Stablemates
tt0030850,The Texans
tt0030973,White Banners
tt0030997,You're Only Young Once
tt0031020,The Adventures of Huckleberry Finn
tt0031033,Allegheny Uprising
tt0031043,Andy Hardy Gets Spring Fever
tt0031066,Babes in Arms
tt0031088,Beau Geste
tt0031173,Confessions of a Nazi Spy
tt0031252,Drums Along the Mohawk
tt0031346,Frontier Marshal
tt0031400,Halálos tavasz
tt0031403,The Hardys Ride High
tt0031409,Heaven with a Barbed Wire Fence
tt0031417,Henry Goes Arizona
tt0031503,I Accuse
tt0031507,Jesse James
tt0031517,Judge Hardy and Son
tt0031566,Let Us Live
tt0031718,New Frontier
tt0031722,The Night Riders
tt0031737,Nurse Edith Cavell
tt0031800,Personal Column
tt0031890,The Saint Strikes Back
tt0031891,The Saint in London
tt0031971,Stagecoach
tt0031981,The Story of Alexander Graham Bell
tt0031995,Susannah of the Mounties
tt0032032,Three Texas Steers
tt0032146,Wyoming Outlaw
tt0032155,Young Mr. Lincoln
tt0032206,Andy Hardy Meets Debutante
tt0032256,Bitter Sweet
tt0032281,Brigham Young
tt0032321,Chad Hanna
tt0032383,Dark Command
tt0032484,Foreign Correspondent
tt0032551,The Grapes of Wrath
tt0032553,The Great Dictator
tt0032554,The Great McGinty
tt0032558,Green Hell
tt0032610,The House of the Seven Gables
tt0032686,The Lady in Question
tt0032710,Lillian Russell
tt0032728,The Long Voyage Home
tt0032976,Rebecca
tt0032983,The Return of Frank James
tt0033013,The Saint Takes Over
tt0033014,The Saint's Double Trouble
tt0033038,Seven Sinners
tt0033076,The Son of Monte Cristo
tt0033110,Strike Up the Band
tt0033159,Three Faces West
tt0033226,Virginia City
tt0033254,When the Daltons Rode
tt0033289,Young Tom Edison
tt0033342,Andy Hardy's Private Secretary
tt0033383,Belle Starr
tt0033389,Billy the Kid
tt0033396,Birth of the Blues
tt0033439,Bullets for O'Hara
tt0033517,A Date with the Falcon
tt0033608,Flight from Destiny
tt0033650,The Gay Falcon
tt0033667,"Go West, Young Lady"
tt0033741,I Wanted Wings
tt0033795,Knockout
tt0033804,The Lady Eve
tt0033806,Lady for a Night
tt0033808,Lady from Louisiana
tt0033832,Life Begins for Andy Hardy
tt0033871,A Man Betrayed
tt0033873,Man Hunt
tt0033902,Men of Boys Town
tt0034078,Rage in Heaven
tt0034145,The Saint in Palm Springs
tt0034182,The Shepherd of the Hills
tt0034208,So Ends Our Night
tt0034242,Sundown
tt0034269,Texas
tt0034281,They Met in Bombay
tt0034384,Western Union
tt0034407,You Belong to Me
tt0034458,Andy Hardy's Double Life
tt0034485,Babes on Broadway
tt0034514,The Big Street
tt0034618,The Courtship of Andy Hardy
tt0034716,The Falcon Takes Over
tt0034717,The Falcon's Brother
tt0034739,Flight Lieutenant
tt0034742,Flying Tigers
tt0034798,The Glass Key
tt0034812,The Great Man's Lady
tt0034815,Die große Liebe
tt0034846,Her Cardboard Lover
tt0034889,In Old California
tt0034890,In This Our Life
tt0034997,The Loves of Edgar Allan Poe
tt0035016,The Magnificent Dope
tt0035020,The Male Animal
tt0035078,The Moon and Sixpence
tt0035195,Pittsburgh
tt0035233,Quiet Please: Murder
tt0035244,Reap the Wild Wind
tt0035247,The Remarkable Andrew
tt0035250,Reunion in France
tt0035258,Rings on Her Fingers
tt0035262,Road to Morocco
tt0035360,Son of Fury: The Story of Benjamin Blake
tt0035369,The Spoilers
tt0035415,Tales of Manhattan
tt0035447,To the Shores of Tripoli
tt0035530,Wake Island
tt0035572,A Yank at Eton
tt0035582,You Can't Escape Forever
tt0035643,Appointment in Berlin
tt0035689,Bombardier
tt0035755,Corregidor
tt0035757,Corvette K-225
tt0035798,The Desperadoes
tt0035800,Destroyer
tt0035942,Girl Crazy
tt0035958,'Gung Ho!': The Story of Carlson's Makin Island Raiders
tt0035966,Hangmen Also Die!
tt0036022,The Human Comedy
tt0036037,Immortal Sergeant
tt0036038,In Old Oklahoma
tt0036092,A Lady Takes a Chance
tt0036244,The Ox-Bow Incident
tt0036275,Presenting Lily Mars
tt0036386,Stand by for Action
tt0036426,They Came to Blow Up America
tt0036431,This Land Is Mine
tt0036579,Action in Arabia
tt0036596,An American Romance
tt0036602,Andy Hardy's Blonde Trouble
tt0036636,Belle of the Yukon
tt0036705,Black Magic
tt0036749,Dead Man's Eyes
tt0036824,The Fighting Seabees
tt0037024,The Lodger
tt0037120,National Velvet
tt0037124,Nevada
tt0037325,Summer Storm
tt0037343,Tall in the Saddle
tt0037458,When Strangers Marry
tt0037522,Back to Bataan
tt0037576,Captain Kidd
tt0037593,China Sky
tt0037627,Dakota
tt0037702,Flame of Barbary Coast
tt0037761,Hangover Square
tt0037930,Mr. Muggs Rides Again
tt0037988,The Picture of Dorian Gray
tt0038055,Scared Stiff
tt0038120,Story of G.I. Joe
tt0038123,The Strange Affair of Uncle Harry
tt0038129,Strangler of the Swamp
tt0038160,They Were Expendable
tt0038163,This Man's Navy
tt0038241,West of the Pecos
tt0038284,Abilene Town
tt0038321,Badman's Territory
tt0038395,Canyon Passage
tt0038435,The Crimson Ghost
tt0038559,Gilda
tt0038613,"Home, Sweet Homicide"
tt0038700,The Locket
tt0038704,Love Laughs at Andy Hardy
tt0038762,My Darling Clementine
tt0038908,A Scandal in Paris
tt0038984,A Stolen Life
tt0038990,The Strange Woman
tt0039036,Till the End of Time
tt0039056,Two Years Before the Mast
tt0039066,Undercurrent
tt0039082,The Virginian
tt0039110,Without Reservations
tt0039152,Angel and the Badman
tt0039169,The Bachelor and the Bobby-Soxer
tt0039178,The Beginning or the End
tt0039191,Black Gold
tt0039266,Christmas Eve
tt0039286,Crossfire
tt0039294,Daisy Kenyon
tt0039312,Desire Me
tt0039391,Forever Amber
tt0039396,Framed
tt0039402,The Fugitive
tt0039409,Gallant Journey
tt0039420,The Ghost and Mrs. Muir
tt0039441,Gunfighters
tt0039453,Heaven Only Knows
tt0039531,Killer McCoy
tt0039536,Kiss of Death
tt0039556,The Late George Apley
tt0039581,The Long Night
tt0039589,Lured
tt0039631,Monsieur Verdoux
tt0039689,Out of the Past
tt0039735,The Private Affairs of Bel Ami
tt0039737,Pursued
tt0039826,"Sinbad, the Sailor"
tt0039852,Song of Scheherazade
tt0039908,Trail Street
tt0039927,Tycoon
tt0040009,Tears of the Yang-Tse
tt0040064,3 Godfathers
tt0040082,Albuquerque
tt0040175,Blood on the Moon
tt0040242,Command Decision
tt0040245,Coroner Creek
tt0040369,Fort Apache
tt0040499,June Bride
tt0040552,The Loves of Carmen
tt0040553,The Luck of the Irish
tt0040577,The Mating of Millie
tt0040643,Night Has a Thousand Eyes
tt0040664,On Our Merry Way
tt0040720,Rachel and the Stranger
tt0040724,Red River
tt0040730,The Return of October
tt0040732,Return of the Bad Men
tt0040825,A Southern Yankee
tt0040910,Two Guys from Texas
tt0040946,Wake of the Red Witch
tt0040976,Words and Music
tt0041098,Africa Screams
tt0041178,The Big Steal
tt0041179,The Big Wheel
tt0041199,Boston Blackie's Chinese Venture
tt0041223,Canadian Pacific
tt0041300,The Doctor and the Girl
tt0041308,The Doolins of Oklahoma
tt0041346,The Fan
tt0041361,The Fighting Kentuckian
tt0041362,Fighting Man of the Plains
tt0041428,The Great Gatsby
tt0041473,Holiday Affair
tt0041503,Impact
tt0041610,Lust for Gold
tt0041625,The Man from Colorado
tt0041663,Mr. Soft Touch
tt0041792,The Red Pony
tt0041822,Rope of Sand
tt0041838,Samson and Delilah
tt0041841,Sands of Iwo Jima
tt0041866,She Wore a Yellow Ribbon
tt0042006,The Undercover Man
tt0042033,The Walking Hills
tt0042192,All About Eve
tt0042315,The Cariboo Trail
tt0042338,Colt .45
tt0042339,Comanche Territory
tt0042343,Convicted
tt0042354,Strange Deception
tt0042463,The Fireball
tt0042629,Kansas Raiders
tt0042782,The Nevadan
tt0042784,Never a Dull Moment
tt0042869,Quicksand
tt0042881,The Redhead and the Cowboy
tt0042895,Rio Grande
tt0042953,Shakedown
tt0043120,Watch the Birdie
tt0043131,Where Danger Lives
tt0043134,The White Tower
tt0043291,Apache Drums
tt0043359,The Brave Bulls
tt0043397,Chained for Life
tt0043482,Drums in the Deep South
tt0043547,Flying Leathernecks
tt0043550,Follow the Sun
tt0043557,Fort Worth
tt0043643,His Kind of Woman
tt0043663,I Can Get It for You Wholesale
tt0043743,The Light Touch
tt0043781,Man in the Saddle
tt0043790,Mask of the Avenger
tt0043828,My Forbidden Past
tt0043829,My Outlaw Brother
tt0043887,Operation Pacific
tt0043914,The People Against O'Hara
tt0043955,The Racket
tt0043992,Santa Fe
tt0044015,The Secret of Convict Lake
tt0044027,Shadow in the Sky
tt0044045,Slaughter Trail
tt0044083,The Strip
tt0044087,Sugarfoot
tt0044331,Affair in Trinidad
tt0044333,Against All Flags
tt0044357,Angel Face
tt0044379,Assignment: Paris
tt0044418,Big Jim McLain
tt0044449,The Brigand
tt0044488,Carson City
tt0044673,The Green Glove
tt0044683,Hangman's Knot
tt0044720,Hoodlum Empire
tt0044760,Ivanhoe
tt0044828,Last of the Comanches
tt0044837,Limelight
tt0044860,The Lusty Men
tt0044863,Macao
tt0044872,The Man Behind the Gun
tt0044977,Nous sommes tous des assassins
tt0044997,One Minute to Zero
tt0045061,The Quiet Man
tt0045086,Ride the Man Down
tt0045109,Ruby Gentry
tt0045155,Skirts Ahoy!
tt0045296,Viva Zapata!
tt0045339,The World in His Arms
tt0045347,Young Man with Ideas
tt0045491,All Ashore
tt0045512,Appointment in Honduras
tt0045555,The Big Heat
tt0045563,Blowing Wild
tt0045592,Call Me Madam
tt0045630,City Beneath the Sea
tt0045716,East of Sumatra
tt0045720,The Eddie Cantor Story
tt0045758,Fear and Desire
tt0045837,The Great Diamond Robbery
tt0045883,Hondo
tt0045899,I Love Melvin
tt0045919,Island in the Sky
tt0046035,The Man from the Alamo
tt0046138,Off Limits
tt0046196,Plunder of the Sun
tt0046239,"Ride, Vaquero!"
tt0046288,Second Chance
tt0046294,Seminole
tt0046329,A Slight Case of Larceny
tt0046361,The Stand at Apache River
tt0046375,The Stranger Wore a Gun
tt0046378,Both Sides of the Law
tt0046426,Thunder Over the Plains
tt0046432,Terror on a Train
tt0046463,Trouble Along the Way
tt0046511,Journey to Italy
tt0046547,White Witch Doctor
tt0046556,Woman They Almost Lynched
tt0046729,The Atomic Kid
tt0046731,Attila
tt0046785,Black Horse Canyon
tt0046801,The Bounty Hunter
tt0046806,The Bridges at Toko-Ri
tt0046935,Drive a Crooked Road
tt0046998,French Cancan
tt0047086,The High and the Mighty
tt0047101,Human Desire
tt0047150,King Richard and the Crusaders
tt0047152,Knock on Wood
tt0047190,The Long Wait
tt0047413,Riding Shotgun
tt0047422,River of No Return
tt0047476,She Couldn't Say No
tt0047528,La Strada
tt0047532,The Dragonfly
tt0047603,Track of the Cat
tt0047630,Ulysses
tt0047679,Witness to Murder
tt0047820,The Americano
tt0047878,The Big Combo
tt0047885,Blackboard Jungle
tt0047889,Blood Alley
tt0048210,Interrupted Melody
tt0048233,Jubal
tt0048254,Killer's Kiss
tt0048259,The King's Thief
tt0048289,A Lawless Street
tt0048331,The Magnificent Matador
tt0048339,Man with the Gun
tt0048380,Mister Roberts
tt0048387,Moonfleet
tt0048412,The Naked Street
tt0048424,The Night of the Hunter
tt0048432,Not as a Stranger
tt0048473,Pather Panchali
tt0048535,Rage at Dawn
tt0048588,The Scarlet Coat
tt0048593,The Sea Chase
tt0048603,Seven Cities of Gold
tt0048690,Tall Man Riding
tt0048703,Ten Wanted Men
tt0048748,Trial
tt0048789,The Violent Men
tt0048956,Aparajito
tt0048983,Bandido!
tt0049019,Blonde Sinner
tt0049022,The Bold and the Brave
tt0049063,Naughty Girl
tt0049105,Crime Against Joe
tt0049110,A Cry in the Night
tt0049130,Death of a Scoundrel
tt0049201,The Fastest Gun Alive
tt0049224,Foreign Intrigue
tt0049229,Francis in the Haunted House
tt0049293,The Captain from Köpenick
tt0049397,Carnival in Moscow
tt0049406,The Killing
tt0049456,Lust for Life
tt0049472,Man from Del Rio
tt0049547,Never Say Goodbye
tt0049646,The Quatermass Xperiment
tt0049656,Ransom!
tt0049730,The Searchers
tt0049733,Secrets of Life
tt0049743,7 Men from Now
tt0049745,7th Cavalry
tt0049830,The Teahouse of the August Moon
tt0049841,That Certain Feeling
tt0049843,There's Always Tomorrow
tt0049934,War and Peace
tt0049949,While the City Sleeps
tt0049955,The Wild Party
tt0050083,12 Angry Men
tt0050086,3:10 to Yuma
tt0050103,Affair in Havana
tt0050147,Attack of the Crab Monsters
tt0050155,Baby Face Nelson
tt0050296,Decision at Sundown
tt0050327,Don't Go Near the Water
tt0050356,The Enemy Below
tt0050490,"Heaven Knows, Mr. Allison"
tt0050562,Jet Pilot
tt0050629,Legend of the Lost
tt0050719,Monkey on My Back
tt0050762,Nine Lives
tt0050781,The Hunchback of Notre Dame
tt0050825,Paths of Glory
tt0050873,Enemy from Space
tt0050899,The Ride Back
tt0050903,The River's Edge
tt0050954,The Seventh Sin
tt0050963,Shoot-Out at Medicine Bend
tt0050997,The Crucible
tt0051047,The Tall T
tt0051087,The Tin Star
tt0051193,Wild Is the Wind
tt0051198,The Wings of Eagles
tt0051207,The Wrong Man
tt0051360,Andy Hardy Comes Home
tt0051398,The Barbarian and the Geisha
tt0051437,Buchanan Rides Alone
tt0051496,Cowboy
tt0051638,From the Earth to the Moon
tt0051742,Hot Spell
tt0051750,The Hunters
tt0051758,I Want to Live!
tt0051767,Imitation General
tt0051792,The Music Room
tt0051876,The Lone Ranger and the Lost City of Gold
tt0052046,Paras-Pathar
tt0052190,The Sheepman
tt0052235,Stage Struck
tt0052293,Thunder Road
tt0052300,Tonka
tt0052303,Torpedo Run
tt0052391,The Whole Truth
tt0052572,The World of Apu
tt0052629,The Big Operator
tt0052631,The Black Orchid
tt0052702,The Cosmic Man
tt0052808,Five Gates to Hell
tt0052837,The Gazebo
tt0052902,The Horse Soldiers
tt0052934,It Started with a Kiss
tt0052992,The Last Mile
tt0052993,Last Train from Gun Hill
tt0053043,The Man Who Understood Women
tt0053220,Ride Lonesome
tt0053221,Rio Bravo
tt0053244,The Savage Innocents
tt0053290,Solomon and Sheba
tt0053306,Stars
tt0053418,Vice Raid
tt0053434,Warlock
tt0053440,I Aim at the Stars
tt0053441,Westbound
tt0053453,The Wonderful Country
tt0053580,The Alamo
tt0053660,Bluebeard's 10 Honeymoons
tt0053715,Cimarron
tt0053729,Comanche Station
tt0053902,Heller in Pink Tights
tt0053917,Home from the Hill
tt0053957,It Started in Naples
tt0054016,The Last Voyage
tt0054041,Ma Barker's Killer Brood
tt0054102,"Murder, Inc."
tt0054120,The Night Fighters
tt0054127,North to Alaska
tt0054189,Purple Noon
tt0054197,Portrait in Black
tt0054331,Spartacus
tt0054443,Village of the Damned
tt0054756,The Colossus of Rhodes
tt0054757,The Comancheros
tt0054772,Cry for Happy
tt0054853,The Errand Boy
tt0054860,Everything's Ducky
tt0054890,The Four Horsemen of the Apocalypse
tt0054953,The Guns of Navarone
tt0055074,The Last Time I Saw Archie
tt0055190,The Mongols
tt0055312,Pocketful of Miracles
tt0055361,Call Me Genius
tt0055508,Teen Kanya
tt0055728,Advise & Consent
tt0055774,Barabbas
tt0055824,Cape Fear
tt0055972,Experiment in Terror
tt0056040,The Awful Dr. Orlof
tt0056059,Hatari!
tt0056085,How the West Was Won
tt0056095,In Search of the Castaways
tt0056197,The Longest Day
tt0056217,The Man Who Shot Liberty Valance
tt0056406,Requiem for a Heavyweight
tt0056412,Ride the High Country
tt0056452,The Treasure of the Silver Lake
tt0056516,The Spiral Road
tt0056541,Sweet Bird of Youth
tt0056626,Two for the Seesaw
tt0056700,The Wonderful World of the Brothers Grimm
tt0056894,Cairo
tt0056956,The Courtship of Eddie's Father
tt0057007,Donovan's Reef
tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
tt0057193,It's a Mad Mad Mad Mad World
tt0057254,The List of Adrian Messenger
tt0057262,Love Is a Ball
tt0057277,The Big City
tt0057298,McLintock!
tt0057447,Rampage
tt0057523,Spencer's Mountain
tt0057820,Advance to the Rear
tt0057831,Zorba the Greek
tt0057879,Behold a Pale Horse
tt0057883,The Best Man
tt0057935,Charulata
tt0057952,Circus World
tt0057999,Dear Heart
tt0058083,Fail-Safe
tt0058091,Fate Is the Hunter
tt0058167,Guns of Diablo
tt0058283,Lady in a Cage
tt0058323,The Winston Affair
tt0058403,The Night Walker
tt0058461,A Fistful of Dollars
tt0058561,The Secret Invasion
tt0058580,Sex and the Single Girl
tt0058724,The Visit
tt0058743,What a Way to Go!
tt0058947,Battle of the Bulge
tt0059012,Chimes at Midnight
tt0059076,Curse of the Fly
tt0059108,The Secret Agents
tt0059232,The Glory Guys
tt0059287,How to Stuff a Wild Bikini
tt0059309,In Harm's Way
tt0059429,Marco the Magnificent
tt0059454,Mister Moses
tt0059460,The Money Trap
tt0059578,For a Few Dollars More
tt0059641,Red Line 7000
tt0059661,The Rounders
tt0059732,The Camp Followers
tt0059740,The Sons of Katie Elder
tt0059872,A Matter of Resistance
tt0060098,Ambush Bay
tt0060123,The Devil in Love
tt0060161,Watch Out for the Automobile
tt0060165,A Big Hand for the Little Lady
tt0060196,"The Good, the Bad and the Ugly"
tt0060218,Cast a Giant Shadow
tt0060461,The Girl-Getters
tt0060584,"Kidnapping, Caucasian Style"
tt0060619,The Last of the Secret Agents?
tt0060637,Lost Command
tt0061095,Le Tigre se parfume à la dynamite
tt0061123,Trunk to Cairo
tt0061169,Waco
tt0061377,The Rover
tt0061619,El Dorado
tt0061696,Games
tt0061720,Good Times
tt0061748,The Happening
tt0061783,Hostile Guns
tt0061893,The Last Challenge
tt0061994,Death Laid an Egg
tt0062114,Vengeance is Mine
tt0062309,Stranger on the Run
tt0062373,A Time for Killing
tt0062445,The 25th Hour
tt0062472,The War Wagon
tt0062479,The Way West
tt0062482,Welcome to Hard Times
tt0062622,2001: A Space Odyssey
tt0062626,5 Card Stud
tt0062673,Anzio
tt0062713,Guns for San Sebastian
tt0062755,The Boston Strangler
tt0062759,The Diamond Arm
tt0062808,Rio 70
tt0062827,Countdown
tt0062865,Day of the Evil Gun
tt0062975,Firecreek
tt0063035,The Green Berets
tt0063036,Greetings
tt0063058,Hell's Belles
tt0063060,Hellfighters
tt0063115,"I Love You, Alice B. Toklas!"
tt0063161,Journey to Shiloh
tt0063236,Lonesome Cowboys
tt0063256,Madigan
tt0063406,Il padre di famiglia
tt0063599,The Shoes of the Fisherman
tt0063775,Villa Rides
tt0063829,"Yours, Mine and Ours"
tt0063976,80 Steps to Jonah
tt0064116,Once Upon a Time in the West
tt0064179,The Comic
tt0064259,A Dream of Kings
tt0064379,The Good Guys and the Bad Guys
tt0064409,Heaven with a Gun
tt0064534,Kampf um Rom II - Der Verrat
tt0064571,Eagles Over London
tt0064819,Pit Stop
tt0064873,The Rain People
tt0064952,The Secret of Santa Vittoria
tt0065003,Smith!
tt0065089,The Body Stealers
tt0065126,True Grit
tt0065150,The Undefeated
tt0065228,Blood of the Condor
tt0065230,Young Billy Young
tt0065506,Popsy Pop
tt0065542,The Cheyenne Social Club
tt0065547,Chisum
tt0065566,The Computer Wore Tennis Shoes
tt0065670,Twelve Chairs
tt0065726,Flap
tt0065810,Halls of Anger
tt0065836,"Hi, Mom!"
tt0065885,In Search of America
tt0066273,R.P.M.
tt0066274,"Rabbit, Run"
tt0066301,Rio Lobo
tt0066327,Santa Claus Is Comin' to Town
tt0066372,Shinsengumi: Assassins of Honor
tt0066448,There Was a Crooked Man...
tt0066542,A Walk in the Spring Rain
tt0066801,Little Ayse and the Magic Dwarfs in the Land of Dreams
tt0066811,The Barefoot Executive
tt0066831,Big Jake
tt0066864,The Brotherhood of the Bell
tt0066921,A Clockwork Orange
tt0067072,Evil Roy Slade
tt0067140,"Duck, You Sucker"
tt0067146,Going Home
tt0067328,The Last Picture Show
tt0067774,Sometimes a Great Notion
tt0067817,T.R. Baskin
tt0068168,Across 110th Street
tt0068245,Bad Company
tt0068315,Brian's Song
tt0068403,Come Back Charleston Blue
tt0068408,Conquest of the Planet of the Apes
tt0068421,The Cowboys
tt0068454,Deaf Smith & Johnny Ears
tt0068473,Deliverance
tt0068552,Every Afternoon
tt0068564,Winter Comes Early
tt0068575,Fat City
tt0068621,Garden of the Dead
tt0068646,The Godfather
tt0069031,"Now You See Him, Now You Don't"
tt0069044,Two Is a Happy Number
tt0069134,Pulp
tt0069159,"A Reason to Live, a Reason to Die"
tt0069251,The Serpent
tt0069282,Slither
tt0069515,The Wrath of God
tt0069693,The Alpha Caper
tt0069736,Ash Wednesday
tt0069737,Distant Thunder
tt0069765,Bang the Drum Slowly
tt0069834,Cahill U.S. Marshal
tt0069866,Charley and the Angel
tt0069883,Cinderella Liberty
tt0069989,The Don Is Dead
tt0070012,Dying Room Only
tt0070077,The Friends of Eddie Coyle
tt0070174,Hex
tt0070212,The Iceman Cometh
tt0070215,My Name Is Nobody
tt0070233,Ivan Vasilievich: Back to the Future
tt0070287,The Last American Hero
tt0070326,The Little Mermaid
tt0070332,Lolly-Madonna XXX
tt0070372,The Marcus-Nelson Murders
tt0070379,Mean Streets
tt0070598,The Red Pony
tt0070630,Santee
tt0070679,Shaft in Africa
tt0070825,The Train Robbers
tt0070900,Secrets of Sweet Sixteen
tt0070915,White Lightning
tt0071412,The Destructors
tt0071426,The Disappearance of Flight 412
tt0071477,The Execution of Private Slovik
tt0071521,Freebie and the Bean
tt0071532,The Gambler
tt0071554,The Girl from Petrovka
tt0071562,The Godfather: Part II
tt0071577,The Great Gatsby
tt0071784,"El kárate, el Colt y el impostor"
tt0071824,McQ
tt0072229,Superdad
tt0072288,Thunderbolt and Lightfoot
tt0072424,The Year Without a Santa Claus
tt0072590,Calling All Police Cars
tt0072667,Attack on Terror: The FBI vs. the Ku Klux Klan
tt0072732,Brannigan
tt0072852,The Deadly Tower
tt0072973,"Farewell, My Lovely"
tt0073026,Funny Lady
tt0073096,Hearts of the West
tt0073240,The Killer Elite
tt0073391,Found
tt0073442,It Can't Be!
tt0073605,Rancho Deluxe
tt0073636,Rooster Cogburn
tt0073673,Search for the Gods
tt0073752,Stowaway to the Moon
tt0073760,The Strongest Man in the World
tt0073918,The Yakuza
tt0074084,1900
tt0074426,La dottoressa del distretto militare
tt0074487,The Inheritance
tt0074589,The Last of the Cowboys
tt0074608,Harry and Walter Go to New York
tt0074662,I'm a Fool
tt0074718,Jonah Who Will Be 25 in the Year 2000
tt0074751,King Kong
tt0074777,The Last Tycoon
tt0074880,Max Havelaar
tt0074896,The Message
tt0074899,Midway
tt0074901,Mikey and Nicky
tt0075117,The Quest
tt0075213,The Shootist
tt0075268,Stay Hungry
tt0075314,Taxi Driver
tt0075414,We Can't Go Home Again
tt0075654,Alambrista!
tt0075846,"Christmas Miracle in Caufield, U.S.A."
tt0076028,Final Chapter: Walking Tall
tt0076068,Watch Me When I Kill
tt0076101,High Rollers
tt0076107,The Great Bank Hoax
tt0076259,Blood and Sweat
tt0076262,Kill Me If You Can
tt0076451,"New York, New York"
tt0076538,Pete's Dragon
tt0076628,Nest of Vipers
tt0076636,Rollercoaster
tt0076727,Office Romance
tt0076847,"Another Man, Another Chance"
tt0077294,Capricorn One
tt0077360,Comes a Horseman
tt0077369,Convoy
tt0077416,The Deer Hunter
tt0077530,Eyes of Laura Mars
tt0077621,Goin' South
tt0077629,Gray Lady Down
tt0077636,The Greek Tycoon
tt0077807,King of the Gypsies
tt0077890,The Magic of Lassie
tt0078035,One in a Million: The Ron LeFlore Story
tt0078047,Our Winning Season
tt0078056,Paradise Alley
tt0078131,A Question of Love
tt0078228,The Seniors
tt0078294,Somebody Killed Her Husband
tt0078765,The American Success Company
tt0078872,The Black Stallion
tt0078902,Breaking Away
tt0078952,Chapter Two
tt0079103,Elvis
tt0079177,Friendly Fire
tt0079757,Promises in the Dark
tt0079758,Prophecy
tt0079828,Rudolph and Frosty's Christmas in July
tt0080075,Madness
tt0080100,The Visitor
tt0080139,Winter Kills
tt0080364,Amber Waves
tt0080379,Cannibal Apocalypse
tt0080516,The Changeling
tt0080711,Fade to Black
tt0080789,Gideon's Trumpet
tt0080832,Guyana Tragedy: The Story of Jim Jones
tt0080843,A Distant Cry from Spring
tt0080868,Hide in Plain Sight
tt0080889,Hopscotch
tt0081060,Little Darlings
tt0081071,The Long Riders
tt0081290,Our Town
tt0081316,Paul's Case
tt0081318,City of the Living Dead
tt0081375,Private Benjamin
tt0081398,Raging Bull
tt0081505,The Shining
tt0081529,Smokey and the Bandit II
tt0081537,Sophia Loren: Her Own Story
tt0081573,Superman II
tt0081687,Union City
tt0081698,Used Cars
tt0082001,All Night Long
tt0082075,Bill
tt0082146,Caveman
tt0082220,Cutter's Way
tt0082308,Earthbound
tt0082323,Odyssey of the Pacific
tt0082340,Escape from New York
tt0082406,The Fox and the Hound
tt0082516,High Risk
tt0082558,The Incredible Shrinking Woman
tt0082573,Jacqueline Susann's Valley of the Dolls
tt0082816,The Night the Lights Went Out in Georgia
tt0082969,Raggedy Man
tt0083024,The Salamander
tt0083115,Splendor in the Grass
tt0083141,Summer Solstice
tt0083190,Thief
tt0083232,True Confessions
tt0083292,The Violation of Sarah McDavid
tt0084112,"I, the Jury"
tt0084140,Inside the Third Reich
tt0084174,Johnny Belinda
tt0084210,Kiss Me Goodbye
tt0084222,Mexico in Flames
tt0084237,The Last Unicorn
tt0084444,One Shoe Makes It Murder
tt0084534,Prime Suspect
tt0084579,Regina Roma
tt0084783,Tex
tt0084784,That Championship Season
tt0084787,The Thing
tt0084809,The Toy
tt0084827,TRON
tt0084914,A Woman Called Golda
tt0085247,Bill: On His Own
tt0085303,A Blade in the Dark
tt0085387,D.C. Cab
tt0085652,The Haunting Passion
tt0085678,High Road to China
